Customer_address,sex,age,job,type,Item_name,stock,price,count,brand_name-FK1,brand_name_FK2,shipping_date
제주,여,59,고깃집사장,도매업,리튬건전지,1005,10000,30,에너자이저,블루텍건전지,2018.4.1 0:00
제주,여,59,고깃집사장,도매업,리튬건전지,1005,10000,30,에너자이저,블루텍건전지,2018.4.1 0:00
제주,여,59,고깃집사장,도매업,리튬건전지,1005,10000,30,에너자이저,블루텍건전지,2018.4.1 0:00
제주,여,59,고깃집사장,도매업,리튬건전지,1005,10000,30,에너자이저,블루텍건전지,2018.4.1 0:00
제주,여,59,고깃집사장,도매업,리튬건전지,1005,10000,30,에너자이저,블루텍건전지,2018.4.1 0:00
제주,여,59,고깃집사장,도매업,리튬건전지,1005,10000,30,에너자이저,블루텍건전지,2018.4.1 0:00
제주,여,59,고깃집사장,도매업,리튬건전지,1005,10000,30,에너자이저,블루텍건전지,2018.4.1 0:00
제주,여,27,고깃집사장,도매업,분리수거,1432,10000,2,내쇼날,창신,2017.2.2 0:00
제주,남,35,고깃집사장,도매업,로프사다리,0,10000,79,아이지,서울금속,2018.5.1 0:00
제주,남,35,고깃집사장,도매업,로프사다리,0,10000,79,아이지,서울금속,2018.5.1 0:00
제주,남,35,고깃집사장,도매업,로프사다리,0,10000,79,아이지,서울금속,2018.5.1 0:00
제주,남,35,고깃집사장,도매업,로프사다리,0,10000,79,아이지,서울금속,2018.5.1 0:00
제주,남,35,고깃집사장,도매업,로프사다리,0,10000,79,아이지,서울금속,2018.5.1 0:00
제주,남,35,고깃집사장,도매업,로프사다리,0,10000,79,아이지,서울금속,2018.5.1 0:00
제주,남,35,고깃집사장,도매업,로프사다리,0,10000,79,아이지,서울금속,2018.5.1 0:00
제주,여,22,목수,도매업,캐스터_고무고정,10,10000,500,경창,스마토캐스토,2017.11.1 0:00
제주,여,22,목수,도매업,캐스터_고무고정,10,10000,500,경창,스마토캐스토,2017.11.1 0:00
제주,여,22,목수,도매업,캐스터_고무고정,10,10000,500,경창,스마토캐스토,2017.11.1 0:00
제주,여,22,목수,도매업,캐스터_고무고정,10,10000,500,경창,스마토캐스토,2017.11.1 0:00
제주,여,22,목수,도매업,캐스터_고무고정,10,10000,500,경창,스마토캐스토,2017.11.1 0:00
제주,여,22,목수,도매업,캐스터_고무고정,10,10000,500,경창,스마토캐스토,2017.11.1 0:00
제주,여,22,목수,도매업,캐스터_고무고정,10,10000,500,경창,스마토캐스토,2017.11.1 0:00
대구,여,63,고깃집사장,도매업,건전지_알카라인,1200,10000,1,에너자이저,블루텍건전지,2017.1.1 0:00
